itemid,datasource,genre,subgenre,orig_lang,speaker_id,reflabel,observations,maxagree,majority_softlabel,majoritylabel_sampled,majority_distrlabel20,majority_distrlabel40,domconn_step1,domconn_step2
wsj_1772_10,1772,pdtb,NA,English,NA,arg2-as-excpt,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.3; contrast:0.4; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0.1; norel:0,contrast,arg2-as-denier;contrast,contrast,however,by comparison
wsj_1774_3,1774,pdtb,NA,English,NA,synchronous;contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.6; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,despite this,despite this
wsj_1781_3,1781,pdtb,NA,English,NA,arg1-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0.4; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg1-as-denier;arg2-as-denier;result,arg2-as-denier,despite this,despite this
wsj_1817_48,1817,pdtb,NA,English,NA,conjunction,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.8; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,also,in addition
wsj_1818_4,1818,pdtb,NA,English,NA,succession,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;result,conjunction,in addition,also
wsj_1831_64,1831,pdtb,NA,English,NA,disjunction,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.4; disjunction:0.2; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0.1; norel:0,conjunction,arg2-as-detail;conjunction;disjunction,conjunction,also,or alternatively
wsj_1870_22,1870,pdtb,NA,English,NA,reason,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail;conjunction,in more detail,also
wsj_1875_102,1875,pdtb,NA,English,NA,synchronous,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance,arg2-as-detail,in particular,specifically
wsj_1957_31,1957,pdtb,NA,English,NA,arg2-as-detail,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,indeed,in more detail
wsj_1986_29,1986,pdtb,NA,English,NA,conjunction,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,conjunction;result,result,as a result,in addition
wsj_1992_7,1992,pdtb,NA,English,NA,arg2-as-instance,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction,arg2-as-detail;conjunction,also,in addition
wsj_2004_6,2004,pdtb,NA,English,NA,result,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,contrast;result,result,consequently,by comparison
wsj_2111_11,2111,pdtb,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.1; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;result,conjunction,in addition,also
wsj_2125_6,2125,pdtb,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0.2; contrast:0.4; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg1-as-denier;arg2-as-denier;contrast,contrast,however,by comparison
wsj_2142_14,2142,pdtb,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance;conjunction,arg2-as-instance,for example,in addition
wsj_2145_19,2145,pdtb,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0.1; differentcon:0.1; norel:0,arg2-as-instance,arg2-as-instance,arg2-as-instance,but,for example
wsj_2151_3,2151,pdtb,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-instance;conjunction,conjunction,for example,in addition
wsj_2169_35,2169,pdtb,NA,English,NA,result;arg1-as-detail,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-denier;result,result,overall,as a result
wsj_2172_22,2172,pdtb,NA,English,NA,arg1-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg1-as-denier;conjunction,conjunction,also,incidentally
wsj_2172_58,2172,pdtb,NA,English,NA,arg1-as-denier,10,0.5,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0.5; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg1-as-denier;arg2-as-denier,arg2-as-denier,however,despite this
wsj_0207_7,207,PDTB,NA,English,NA,equivalence,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0.1; arg2-as-subst:0; differentcon:0.1; norel:0,result,conjunction;result,result,in fact,in addition
wsj_0239_19,239,PDTB,NA,English,NA,contrast,10,0.9,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.9; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,despite this,despite this
wsj_0239_35,239,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,conjunction,conjunction;differentcon,conjunction,additionally,also
wsj_0245_13,245,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;contrast;result,conjunction,in contrast,in addition
wsj_0267_5,267,PDTB,NA,English,NA,result,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg1-as-detail;arg2-as-detail;result,result,consequently,accordingly
wsj_0282_25,282,PDTB,NA,English,NA,arg2-as-subst,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,result,conjunction;result,result,in fact,in addition
wsj_0290_37,290,PDTB,NA,English,NA,arg2-as-detail,10,0.9,synchronous:0; precedence:0; succession:0; reason:0; result:0.9; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,result,result,consequently,bearing this in mind
wsj_0290_38,290,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0.4; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-denier,arg1-as-denier;arg2-as-denier,arg2-as-denier,however,despite this
wsj_0296_4,296,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0.4; differentcon:0; norel:0,arg2-as-subst,arg2-as-detail;arg2-as-subst;result,arg2-as-subst,instead,rather
wsj_0345_45,345,PDTB,NA,English,NA,conjunction,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction;result,arg2-as-detail,in more detail,specifically
wsj_0348_1,348,PDTB,NA,English,NA,contrast,10,0.5,synchronous:0; precedence:0; succession:0.1; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,in more detail,to provide background information
wsj_0349_28,349,PDTB,NA,English,NA,result,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;result,conjunction;result,in addition,in addition
wsj_0349_51,349,PDTB,NA,English,NA,equivalence,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,more specifically,in more detail
wsj_0351_39,351,PDTB,NA,English,NA,synchronous;contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.6; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,conjunction;contrast,contrast,in contrast,by comparison
wsj_0360_10,360,PDTB,NA,English,NA,equivalence,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction,conjunction,in addition,incidentally
wsj_0374_33,374,PDTB,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;conjunction;result,result,as a result,specifically
wsj_0400_55,400,PDTB,NA,English,NA,similarity,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;similarity,conjunction,also,in addition
wsj_0409_90,409,PDTB,NA,English,NA,reason;arg2-as-subst,10,0.7,synchronous:0; precedence:0.1; succession:0; reason:0.7; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,reason,reason,reason,because,the reasons isare that
wsj_0415_15,415,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;result;similarity,conjunction,in addition,also
wsj_0415_35,415,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,arg2-as-detail;conjunction;result,result,as a result,in addition
wsj_0415_53,415,PDTB,NA,English,NA,synchronous,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.5; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,contrast,conjunction;contrast,contrast,in addition,by comparison
wsj_0417_5,417,PDTB,NA,English,NA,arg2-as-denier;succession,10,0.4,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,conjunction,arg2-as-detail;conjunction;differentcon,conjunction,however,in addition
wsj_0419_8,419,PDTB,NA,English,NA,synchronous;contrast,10,0.5,synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.3; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;similarity,conjunction,also,in addition
wsj_0429_7,429,PDTB,NA,English,NA,succession,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,arg1-as-denier,arg1-as-denier;conjunction;differentcon,arg1-as-denier,however,in addition
wsj_0445_106,445,PDTB,NA,English,NA,arg2-as-instance,10,0.2,synchronous:0; precedence:0; succession:0; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,arg2-as-detail;arg2-as-instance;contrast;reason,reason,for example,for instance
wsj_0450_19,450,PDTB,NA,English,NA,succession,10,0.6,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,in more detail,to provide some background information
wsj_0451_4,451,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.4; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;arg2-as-detail;contrast,arg1-as-denier,however,despite the fact that
wsj_0458_10,458,PDTB,NA,English,NA,equivalence,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.2; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction;reason;result,arg2-as-detail,specifically,in more detail
wsj_0465_87,465,PDTB,NA,English,NA,precedence,10,0.4,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance,arg2-as-detail,specifically,in more detail
